series_id,source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,value_as_published,source_file
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2013,1140284.8159999999,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2014,1536122.3679999998,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2015,1833751.88,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2016,2233373.728,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2017,2622033.344,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2018,2238650.4780000006,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2019,1151788.178,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2020,1531839.372,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2021,2237763.988,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2022,3409503.3310000002,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2023,3710195.962,SPIP-Desember-2025.xlsx
internet_banking_total_volume,7,Table 7. Proprietary Channel,32,26,Volume Transaksi Internet Banking,Ribu Transaksi/  Thousand Transaction ,2024,2453659.337,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2019,279629.504,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2020,406046.917,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2021,415098.48099999997,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2022,630816.9709999999,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2023,683083.7239999999,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_volume,7,Table 7. Proprietary Channel,33,27,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2024,80606.504,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2013,12093830.38379621,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2014,11074145.823490046,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2015,11521186.286534656,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2016,13223602.740527105,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2017,15435568.8800256,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2018,20241522.611777764,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2019,23764896.47596427,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2020,22585573.26131991,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2021,33089391.596466046,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2022,42550582.34646263,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2023,43945073.91033622,SPIP-Desember-2025.xlsx
internet_banking_total_value,7,Table 7. Proprietary Channel,36,30,Nilai Transaksi Internet Banking,Rp Miliar/ Billions of Rp,2024,64788640.2088657,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2019,643151.0816145829,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2020,395442.127899527,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2021,898708.911341929,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2022,1785465.6459668,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2023,1945319.1638207673,SPIP-Desember-2025.xlsx
internet_banking_payment_purchase_value,7,Table 7. Proprietary Channel,37,31,Transaksi Pembayaran/Pembelian,Rp Miliar/ Billions of Rp,2024,2753192.7561281137,SPIP-Desember-2025.xlsx
