source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,month,period,value_as_published,source_file
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,3,2024-03,6048.690335773,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,4,2024-04,6105.820552116,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,5,2024-05,5850.378706324,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,6,2024-06,5893.5428432769995,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,7,2024-07,5996.382569134,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,8,2024-08,5860.450093123998,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,9,2024-09,5486.499592445999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,10,2024-10,5668.969107021,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,11,2024-11,5345.807782479001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2024,12,2024-12,6819.28940596,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,1,2025-01,6612.149507788001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,2,2025-02,5113.324255609999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,3,2025-03,6034.060599480001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,4,2025-04,5134.543580078,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,5,2025-05,5588.025765218,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,6,2025-06,7409.540036405999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,7,2025-07,5716.88526246,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,8,2025-08,5584.72903878304,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,9,2025-09,5416.400413789095,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,10,2025-10,5648.967222760354,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,150,144,Sulawesi Utara,Rp Miliar/ Billions of Rp,2025,11,2025-11,5675.480172761832,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2018,9,2018-09,7340.764659473823,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2018,10,2018-10,7530.454127872354,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2018,11,2018-11,7295.015314018192,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2018,12,2018-12,8253.023065958158,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,1,2019-01,8237.898769306245,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,2,2019-02,7036.968616159311,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,3,2019-03,7344.3479513543,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,4,2019-04,7733.142620500089,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,5,2019-05,8639.21202302145,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,6,2019-06,6964.741989332785,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,7,2019-07,7478.919493602321,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,8,2019-08,7371.899551826557,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,9,2019-09,7003.324709576835,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,10,2019-10,7169.290336872186,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,11,2019-11,6873.1034057426095,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2019,12,2019-12,7471.024375273861,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,1,2020-01,7106.3425481991635,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,2,2020-02,6745.938267345355,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,3,2020-03,6835.669086705877,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,4,2020-04,5917.925171828893,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,5,2020-05,7174.668603997573,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,6,2020-06,5736.487713153025,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,7,2020-07,7609.572722644036,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,8,2020-08,7430.19597289122,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,9,2020-09,7026.336518326167,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,10,2020-10,7966.354134550975,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,11,2020-11,7374.3535481,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2020,12,2020-12,8624.6029785,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,1,2021-01,7683.094368000001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,2,2021-02,6941.034247740731,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,3,2021-03,8232.231406382996,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,4,2021-04,8204.111000776715,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,5,2021-05,9023.64468197497,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,6,2021-06,8453.274800000001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,7,2021-07,8491.12973038671,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,8,2021-08,7339.96674,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,9,2021-09,8220.75,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,10,2021-10,8277.20541,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,11,2021-11,8214.10226,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2021,12,2021-12,9159.595189632011,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,1,2022-01,11097.444706630176,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,2,2022-02,9263.594605696999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,3,2022-03,9840.528520000002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,4,2022-04,11735.222060000002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,5,2022-05,9434.702665280001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,6,2022-06,9805.945316930001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,7,2022-07,11938.001676213999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,8,2022-08,11530.470959851,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,9,2022-09,10533.696290676002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,10,2022-10,10560.398589851002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,11,2022-11,10197.302648746003,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2022,12,2022-12,11183.313620954,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,1,2023-01,10564.346117365001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,2,2023-02,9630.769781301,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,3,2023-03,10735.278231393999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,4,2023-04,11294.379703138002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,5,2023-05,10237.561175465999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,6,2023-06,10540.601833047998,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,7,2023-07,10639.670043034002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,8,2023-08,10043.38367289,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,9,2023-09,9530.460456175004,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,10,2023-10,9720.867500707998,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,11,2023-11,9457.415871242,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2023,12,2023-12,10270.125889517,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,1,2024-01,9783.207738727002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,2,2024-02,9620.480068302999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,3,2024-03,10710.009589852,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,4,2024-04,10379.783786407,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,5,2024-05,9749.501515641003,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,6,2024-06,9332.448806256001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,7,2024-07,9133.503671231,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,8,2024-08,8498.306155671,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,9,2024-09,8018.580625217001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,10,2024-10,7985.775033891001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,11,2024-11,7659.188689958999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2024,12,2024-12,10668.101152959998,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,1,2025-01,10288.424460545,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,2,2025-02,9663.829750426,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,3,2025-03,11726.426695016002,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,4,2025-04,9329.768742981001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,5,2025-05,10314.147639856,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,6,2025-06,10444.347103967,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,7,2025-07,10333.122284547999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,8,2025-08,9910.300758609606,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,9,2025-09,9678.962450578405,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,10,2025-10,10436.144327052489,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,151,145,Sumatera Barat,Rp Miliar/ Billions of Rp,2025,11,2025-11,10242.54895452534,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2018,9,2018-09,13491.269970758716,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2018,10,2018-10,13977.78578223402,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2018,11,2018-11,13410.399986637525,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2018,12,2018-12,14580.044071496202,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,1,2019-01,14453.90941115069,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,2,2019-02,11237.72201219928,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,3,2019-03,11707.51525749522,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,4,2019-04,12112.429682153637,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,5,2019-05,15209.851739961268,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,6,2019-06,11188.038018879313,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,7,2019-07,12011.167230073244,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,8,2019-08,13027.799919954321,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,9,2019-09,12441.277529896182,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,10,2019-10,13202.21186208821,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,11,2019-11,13230.234439763959,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2019,12,2019-12,14487.417913646788,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,1,2020-01,12740.683373904212,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,2,2020-02,11962.605190585726,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,3,2020-03,12360.720900700528,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,4,2020-04,11117.067267454744,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,5,2020-05,13227.85085588272,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,6,2020-06,10603.140263851337,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,7,2020-07,13345.40283133129,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,8,2020-08,13867.579719466641,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,9,2020-09,13274.107425974817,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,10,2020-10,14459.548889903275,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,11,2020-11,13586.190125199997,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2020,12,2020-12,15453.382143399998,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,1,2021-01,13207.686324299999,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,2,2021-02,11888.450930780024,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,3,2021-03,13877.690511478735,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,4,2021-04,14518.808237345891,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,5,2021-05,15934.342490334833,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,6,2021-06,14836.66599,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,7,2021-07,15143.211155079847,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,8,2021-08,8224.7854,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,9,2021-09,13814.83,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,10,2021-10,11208.013580000003,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,11,2021-11,11722.33644,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2021,12,2021-12,10857.600420018473,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,1,2022-01,15375.626464988274,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,2,2022-02,14120.551642653001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,3,2022-03,16522.72147,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,4,2022-04,18410.579080000003,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,5,2022-05,14787.892306803,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,6,2022-06,15592.716100818001,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,7,2022-07,17531.055215253997,SPIP-Desember-2025.xlsx
5b,Table 5b. ATM and ATM+Debet by Region,152,146,Sumatera Selatan,Rp Miliar/ Billions of Rp,2022,8,2022-08,16996.593364191,SPIP-Desember-2025.xlsx
