source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,value_as_published,source_file
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,14,8,Nilai Transaksi Off Us Internasional,Rp Miliar/ Billions of Rp,2020,16556.1782018,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,14,8,Nilai Transaksi Off Us Internasional,Rp Miliar/ Billions of Rp,2021,10363.9478892,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,14,8,Nilai Transaksi Off Us Internasional,Rp Miliar/ Billions of Rp,2022,39978.266099844,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,14,8,Nilai Transaksi Off Us Internasional,Rp Miliar/ Billions of Rp,2023,73120.233816134,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,14,8,Nilai Transaksi Off Us Internasional,Rp Miliar/ Billions of Rp,2024,81835.417001284,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2013,139157,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2014,206826,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2015,281988,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2016,374861,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2017,691331,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2018,923624,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2019,516642.00000000006,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2020,608739,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2021,688567,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2022,1386545,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2023,1330561,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,16,10,Jumlah Reader Uang Elektronik,Unit,2024,649319,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2013,343215,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2014,462327,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2015,567554,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2016,602460,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2017,698482,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2018,584368,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2019,661080,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2020,934648,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2021,1008618,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2022,1108824,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2023,1315095,SPIP-Desember-2025.xlsx
5g,Table 5g. Card-Based Payment Instruments (APMK) and Electronic Money (UE) Infrastructures,17,11,Jumlah Merchant,Unit,2024,1496926,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2012,107,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2013,117,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2014,118,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2015,108,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2016,111,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2017,115,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2018,138,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2019,172,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2020,197,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2021,188,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2022,193,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2023,195,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,7,1,Jumlah Penyelenggara,Institusi/ Institution,2024,205,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2012,68.50899999999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2013,64.219,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2014,267.26769834469326,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2015,322.369,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2016,372.006,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2017,383.93600000000004,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2018,437.37300000000005,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2019,633.337,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2020,394.92,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2021,649.5669999999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2022,2523.731,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2023,3064.4649999999997,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,9,3,Pengiriman Uang ke LN,Ribu Transaksi/ Thousand of Transactions,2024,2324.5780000000004,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2012,3059.0620000000004,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2013,2771.8480000000004,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2014,6207.499573545981,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2015,10954.298999999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2016,13316.953,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2017,11654.016,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2018,13946.169999999998,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2019,37140.155,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2020,18613.661,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2021,15206.706999999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2022,16296.891000000001,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2023,19945.248,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,10,4,Pengiriman Uang dari LN,Ribu Transaksi/ Thousand of Transactions,2024,18867.443,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2012,472.58200000000005,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2013,348.74299999999994,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2014,7679.128074810471,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2015,15186.650000000001,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2016,12401.859999999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2017,13164.029,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2018,32035.619000000002,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2019,218891.154,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2020,325895.993,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2021,698133.726,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2022,2073068.2832237908,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2023,4233928.481,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,11,5,Pengiriman Uang dalam Wilayah Indonesia,Ribu Transaksi/ Thousand of Transactions,2024,6125591.684,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2012,1806.8026534715727,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2013,4485.632583360481,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2014,6648.075826876429,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2015,6431.6652208489995,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2016,8558.121742815,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2017,9101.33025,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2018,116519.865253268,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2019,31584.482515720007,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2020,50601.62808823595,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2021,82961.34337446297,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2022,110810.61421479497,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2023,126028.50716810698,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,14,8,Pengiriman Uang ke LN,Rp Miliar/ Billions of Rp,2024,119667.30295585589,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2012,9645.558234812952,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2013,10154.157652199872,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2014,23687.793812126565,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2015,43764.056831204005,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2016,54563.44712999999,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2017,51458.495006096,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2018,60587.22163652202,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2019,59085.69095528101,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2020,70877.09804114,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2021,88842.20434859698,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2022,90196.82773781494,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2023,102622.98847682597,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,15,9,Pengiriman Uang dari LN,Rp Miliar/ Billions of Rp,2024,121296.98077327691,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2012,6723.098098331871,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2013,5585.707350365689,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2014,16384.993848398455,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2015,30456.945633397005,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2016,22614.181955947002,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2017,18556.76114,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2018,32719.872298935996,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2019,80475.34745584299,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2020,142206.42553116678,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2021,331210.978985797,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2022,585242.1590886748,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2023,775163.7154498849,SPIP-Desember-2025.xlsx
6,Table 6. Fund Transfer by Non-Bank,16,10,Pengiriman Uang dalam Wilayah Indonesia,Rp Miliar/ Billions of Rp,2024,1272290.0956365862,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2013,1926975.3969999999,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2014,2780117.378,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2015,3431900.6100000003,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2016,4364750.173,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2017,5359092.995,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2018,5096488.121000001,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2019,3514074.8669999996,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2020,4960859.496,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2021,7772507.412,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2022,11765598.434,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2023,16044326.916999998,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,8,2,Volume Transaksi,Ribu Transaksi/  Thousand Transaction ,2024,22004368.015,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2013,12584415.900762098,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2014,11743408.711041022,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2015,12348281.91711232,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2016,14387336.31425741,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2017,17078107.651325952,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2018,22593258.241096914,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2019,27379756.313911162,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2020,27547295.390899908,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2021,40853117.753301986,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2022,52548952.720093906,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2023,58324902.72564139,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,9,3,Nilai Transaksi,Rp Miliar/ Billions of Rp,2024,87867187.42528903,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2013,2572.185,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2014,2898.842,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2015,2549.5460000000003,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2016,2059.485,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2017,3229.971,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2018,2280.979,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2019,2192.571,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2020,1919.2030000000002,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2021,498.41499999999996,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2022,1158.2200000000003,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2023,94.64299999999999,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,12,6,Volume Transaksi Phone Banking,Ribu Transaksi/  Thousand Transaction ,2024,47.064,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2019,497.176,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2020,670.177,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2021,216.69100000000003,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2022,221.219,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2023,50.13999999999999,SPIP-Desember-2025.xlsx
7,Table 7. Proprietary Channel,13,7,Transaksi Pembayaran/Pembelian,Ribu Transaksi/  Thousand Transaction ,2024,30.096,SPIP-Desember-2025.xlsx
