source_sheet,source_table,source_row,indicator_id,indicator_label,unit,year,value_as_published,source_file
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2009,44.530085,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2010,51.639165,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2011,63.385310000000004,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2012,77.752552,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2013,89.462289,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2014,105.828204,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2015,120.279206,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2016,136.14835,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2017,164.478449,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2018,161.329105,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2019,183.42534999999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2020,213.607269,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2021,226.301984,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2022,256.04830499999997,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2023,285.772981,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,7,1,Jumlah Kartu/ Instrumen,Juta Unit/ Millions of Unit,2024,325.55109300000004,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2009,3.378235,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2010,2.766085,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2011,3.623992,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2012,4.533187,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2013,6.292164,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2014,7.189917,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2015,7.330388,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2016,8.361351,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2017,8.815007,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2018,8.847011,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2019,8.979878,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2020,9.504454,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2021,5.002136,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2022,4.584314,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2023,4.299321,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,8,2,Kartu ATM,Juta Unit/ Millions of Unit,2024,3.893839,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2009,41.15185,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2010,48.87308,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2011,59.761318,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2012,73.219365,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2013,83.170125,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2014,98.638287,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2015,112.948818,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2016,127.786999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2017,155.663442,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2018,152.482094,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2019,174.445472,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2020,204.102815,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2021,221.299848,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2022,251.463991,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2023,281.47366,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,9,3,Kartu ATM+Debet,Juta Unit/ Millions of Unit,2024,321.657254,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2009,1561161.673,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2010,1812075.8810000003,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2011,2262299.433,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2012,2824108.3096002475,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2013,3461149.8649999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2014,4077696.164000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2015,4574387.633,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2016,5196512.4520000005,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2017,5693226.552,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2018,6408118.393,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2019,7026962.689758146,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2020,6658532.535,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2021,7241115.283000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2022,7558017.712000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2023,7605991.267,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,11,5,Volume Transaksi,Ribu Transaksi/ Thousands of Transaction,2024,6953935.032,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2009,1134556.744,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2010,1303272.394,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2011,1616632.435,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2012,1954555.3368600986,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2013,2301502.837,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2014,2644726.3050000006,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2015,2900306.606,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2016,3250580.959,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2017,3459513.9800000004,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2018,3852909.2284999997,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2019,4307784.933709303,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2020,3998941.345,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2021,4151773.7970000003,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2022,4777981.337,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2023,4967829.237,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,12,6,Volume Transaksi Tunai,Ribu Transaksi/ Thousands of Transaction,2024,4686645.742000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2009,98178.888,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2010,111720.55600000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2011,138330.82100000003,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2012,184880.3982553836,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2013,242845.28900000002,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2014,292054.983,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2015,348746.229,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2016,424288.87200000003,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2017,501215.442,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2018,577329.8975000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2019,676034.9450000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2020,647291.425,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2021,788935.729,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2022,1261622.286,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2023,1375725.4340000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,13,7,Volume Transaksi Belanja,Ribu Transaksi/ Thousands of Transaction,2024,1266526.793,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2009,288324.537,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2010,336475.245,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2011,416347.6180000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2012,536886.935878625,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2013,653930.855,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2014,800440.9850000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2015,967589.2459999999,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2016,1099605.8020000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2017,1226678.2159999998,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2018,1378110.675,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2019,1415531.152,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2020,1415867.253,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2021,1660580.1130000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2022,966735.569,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2023,787131.297,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,14,8,Volume Transaksi Transfer Intrabank,Ribu Transaksi/ Thousands of Transaction,2024,606358.156,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2009,40101.504,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2010,60607.686,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2011,90988.55900000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2012,147785.63860614042,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2013,262870.88399999996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2014,340473.891,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2015,357745.55199999997,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2016,422036.81899999996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2017,505818.914,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2018,599768.5920000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2019,627611.6590488428,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2020,596432.5120000001,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2021,639825.644,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2022,551678.52,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2023,475305.299,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,15,9,Volume Transaksi Transfer Antarbank,Ribu Transaksi/ Thousands of Transaction,2024,394404.34099999996,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2009,1811496.3750000002,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2010,2001853.2,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2011,2477041.449,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2012,3065080.0424895603,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2013,3797370.43775297,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2014,4445073.437000185,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2015,4897794.435107243,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2016,5623912.645856483,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2017,6200437.636118568,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2018,6927267.513116791,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2019,7474823.815873558,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2020,6916875.229039074,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2021,7677184.762554602,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2022,7921627.060656395,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2023,7805624.193363024,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,17,11,Nilai Transaksi,Rp Miliar/Billions of Rp,2024,7196745.038409728,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2009,791934.379,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2010,925984.926,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2011,1157684.284,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2012,1422385.3424106233,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2013,1674210.3765138984,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2014,1920780.6902506102,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2015,2100785.4430930587,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2016,2353443.247229708,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2017,2528879.4114136756,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2018,2837543.6823501647,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2019,3204459.01746721,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2020,2990972.1595029538,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2021,3143608.21643,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2022,4314362.004112214,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2023,4655224.004446192,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,18,12,Nilai Transaksi Tunai,Rp Miliar/Billions of Rp,2024,4487611.972411529,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2009,56171.235,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2010,65317.622,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2011,84571.382,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2012,110703.02002162569,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2013,147112.9067015935,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2014,180640.90162941802,SPIP-Desember-2025.xlsx
5a,Table 5a. ATM Card and Debit Card,19,13,Nilai Transaksi Belanja,Rp Miliar/Billions of Rp,2015,210386.400449829,SPIP-Desember-2025.xlsx
