platform,period,frequency,scope,unit,source_id,source_url,source_file,source_page,status,indonesia_country_pair_confirmed,tpv,tpv_source_line,revenue,revenue_source_line,gpbd,gpbd_source_line
Blibli/GDN,2025FY,annual,Institutions,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,15291.0,"-    Institutions                                                 5,335                   3,341                 60                15,291                11,649                    31",8955.0,"-    Institutions                                                 3,130                   1,635                  91               8,955                 5,671                    58",991.0,-    Institutions                                                   342                    201                  70                   991                  759                     31
Blibli/GDN,2025FY,annual,Physical Stores,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,8425.0,"-    Physical Stores                                              2,554                  1,650                   55               8,425                 6,250                    35",7026.0,"-    Physical Stores                                              2,199                   1,403                 57                7,026                 5,392                    30",1745.0,"-    Physical Stores                                                424                    368                  15                 1,745                 1,247                   40"
Blibli/GDN,2025FY,annual,Group,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,83316.0,"Total TPV                                                       22,703                  21,044                    8              83,316                77,410                      8",22361.0,"Total Net Revenues                                                 7,122                  4,584                  55               22,361                16,716                    34",7083.0,"Total GPBD                                                         1,984                  1,605                  24                7,083                 5,364                    32"
Blibli/GDN,2024FY,annual,1P Retail,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,5301.0,"-    1P Retail                                                     1,791                  1,423                  26                6,413                 5,301                    21",4269.0,"-    1P Retail                                                    1,344                    1,122                20                4,829                 4,269                     13",859.0,"-    1P Retail                                                      456                     311                 47                1,500                   859                    75"
Blibli/GDN,2024FY,annual,3P Retail,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,54210.0,"-    3P Retail                                                   13,023                 14,630                  (11)             53,187                54,210                    (2)",1384.0,"-    3P Retail                                                     449                      424                   6                1,551                1,384                     12",2499.0,"-    3P Retail                                                      762                    725                   5                2,847                 2,499                     14"
Blibli/GDN,2024FY,annual,Institutions,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,11649.0,"-    Institutions                                                 5,335                   3,341                 60                15,291                11,649                    31",5671.0,"-    Institutions                                                 3,130                   1,635                  91               8,955                 5,671                    58",759.0,-    Institutions                                                   342                    201                  70                   991                  759                     31
Blibli/GDN,2024FY,annual,Physical Stores,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,6250.0,"-    Physical Stores                                              2,554                  1,650                   55               8,425                 6,250                    35",5392.0,"-    Physical Stores                                              2,199                   1,403                 57                7,026                 5,392                    30",1247.0,"-    Physical Stores                                                424                    368                  15                 1,745                 1,247                   40"
Blibli/GDN,2024FY,annual,Group,IDR billion,blibli_fy2025_linked_0,https://asset-about.blibli.com/2026/03/Earnings-Release-FY25-PT-Global-Digital-Niaga-Tbk-.pdf,raw_sources/blibli_fy2025_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,77410.0,"Total TPV                                                       22,703                  21,044                    8              83,316                77,410                      8",16716.0,"Total Net Revenues                                                 7,122                  4,584                  55               22,361                16,716                    34",5364.0,"Total GPBD                                                         1,984                  1,605                  24                7,083                 5,364                    32"
Blibli/GDN,2023Q1,quarter,1P Retail,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,9940.0,"-    1P Retail                                                                 9,940                        2,399                        2,129                    13",8902.0,"-    1P Retail                                                                 8,902                         2,094                       1,909                   10",366.0,-    1P Retail                                                                  366                          165                          106                    56
Blibli/GDN,2023Q1,quarter,3P Retail,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,37050.0,"-    3P Retail                                                                37,050                       13,316                        5,632                  136",199.0,-    3P Retail                                                                   199                           275                          40                  589,1314.0,"-    3P Retail                                                                1,314                          468                          228                   105"
Blibli/GDN,2023Q1,quarter,Institutions,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,10433.0,"-    Institutions                                                             10,433                        1,074                        1,354                  (21)",2615.0,"-    Institutions                                                              2,615                           461                         370                   25",130.0,-    Institutions                                                               130                            24                           13                   82
Blibli/GDN,2023Q1,quarter,Physical Stores,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,3973.0,"-    Physical Stores                                                           3,973                        1,126                          938                    20",3553.0,"-    Physical Stores                                                           3,553                         1,000                         849                   18",772.0,-    Physical Stores                                                            772                          214                          186                    15
Blibli/GDN,2023Q1,quarter,Group,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,61396.0,"Total TPV                                                                     61,396                       17,915                       10,053                    78",15269.0,"Total Net Revenues                                                             15,269                         3,830                       3,168                   21",2582.0,"Total GPBD                                                                     2,582                          871                          533                    63"
Blibli/GDN,2022Q1,quarter,1P Retail,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,2399.0,"-    1P Retail                                                                 9,940                        2,399                        2,129                    13",2094.0,"-    1P Retail                                                                 8,902                         2,094                       1,909                   10",165.0,-    1P Retail                                                                  366                          165                          106                    56
Blibli/GDN,2022Q1,quarter,3P Retail,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,13316.0,"-    3P Retail                                                                37,050                       13,316                        5,632                  136",275.0,-    3P Retail                                                                   199                           275                          40                  589,468.0,"-    3P Retail                                                                1,314                          468                          228                   105"
Blibli/GDN,2022Q1,quarter,Institutions,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,1074.0,"-    Institutions                                                             10,433                        1,074                        1,354                  (21)",461.0,"-    Institutions                                                              2,615                           461                         370                   25",24.0,-    Institutions                                                               130                            24                           13                   82
Blibli/GDN,2022Q1,quarter,Physical Stores,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,1126.0,"-    Physical Stores                                                           3,973                        1,126                          938                    20",1000.0,"-    Physical Stores                                                           3,553                         1,000                         849                   18",214.0,-    Physical Stores                                                            772                          214                          186                    15
Blibli/GDN,2022Q1,quarter,Group,IDR billion,blibli_q12023_linked_0,https://asset-about.blibli.com/2023/05/Earnings-Release-1Q23-PT-Global-Digital-Niaga-Tbk.pdf,raw_sources/blibli_q12023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,17915.0,"Total TPV                                                                     61,396                       17,915                       10,053                    78",3830.0,"Total Net Revenues                                                             15,269                         3,830                       3,168                   21",871.0,"Total GPBD                                                                     2,582                          871                          533                    63"
Blibli/GDN,2023Q3,quarter,1P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,1745.0,"-    1P Retail                                        1,745                2,697              (35)             6,242                7,310              (15)",1503.0,"-    1P Retail                                         1,503               2,408              (38)              5,430               6,567              (17)",124.0,-    1P Retail                                         124                   81                 53              408                  265                 54
Blibli/GDN,2023Q3,quarter,3P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,12141.0,"-    3P Retail                                       12,141               10,045                21            37,948               24,274                56",279.0,-    3P Retail                                           279                  87              220                 845                 157              437,478.0,"-    3P Retail                                         478                  378                 26            1,435                  907                 58"
Blibli/GDN,2023Q3,quarter,Institutions,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,2793.0,"-    Institutions                                     2,793                2,741                 2             6,941                6,095                14",889.0,"-    Institutions                                        889                 455                95              2,110               1,185                78",33.0,-    Institutions                                       33                   38               (14)              117                   72                 62
Blibli/GDN,2023Q3,quarter,Physical Stores,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,1165.0,"-    Physical Stores                                  1,165                  968                20             3,493                2,918                20",1016.0,"-    Physical Stores                                   1,016                 862                18              3,077               2,614                18",227.0,-    Physical Stores                                   227                  198                 15              674                  568                 19
Blibli/GDN,2023Q3,quarter,Group,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,17845.0,"Total TPV                                            17,845               16,451                 8            54,624               40,597                35",3687.0,"Total Net Revenues                                      3,687               3,812               (3)             11,462              10,523                 9",862.0,"Total GPBD                                              862                  695                 24            2,634                1,812                 45"
Blibli/GDN,2022Q3,quarter,1P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,2697.0,"-    1P Retail                                        1,745                2,697              (35)             6,242                7,310              (15)",2408.0,"-    1P Retail                                         1,503               2,408              (38)              5,430               6,567              (17)",81.0,-    1P Retail                                         124                   81                 53              408                  265                 54
Blibli/GDN,2022Q3,quarter,3P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,10045.0,"-    3P Retail                                       12,141               10,045                21            37,948               24,274                56",87.0,-    3P Retail                                           279                  87              220                 845                 157              437,378.0,"-    3P Retail                                         478                  378                 26            1,435                  907                 58"
Blibli/GDN,2022Q3,quarter,Institutions,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,2741.0,"-    Institutions                                     2,793                2,741                 2             6,941                6,095                14",455.0,"-    Institutions                                        889                 455                95              2,110               1,185                78",38.0,-    Institutions                                       33                   38               (14)              117                   72                 62
Blibli/GDN,2022Q3,quarter,Physical Stores,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,968.0,"-    Physical Stores                                  1,165                  968                20             3,493                2,918                20",862.0,"-    Physical Stores                                   1,016                 862                18              3,077               2,614                18",198.0,-    Physical Stores                                   227                  198                 15              674                  568                 19
Blibli/GDN,2022Q3,quarter,Group,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,16451.0,"Total TPV                                            17,845               16,451                 8            54,624               40,597                35",3812.0,"Total Net Revenues                                      3,687               3,812               (3)             11,462              10,523                 9",695.0,"Total GPBD                                              862                  695                 24            2,634                1,812                 45"
Blibli/GDN,2023M9,cumulative_9m,1P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,6242.0,"-    1P Retail                                        1,745                2,697              (35)             6,242                7,310              (15)",5430.0,"-    1P Retail                                         1,503               2,408              (38)              5,430               6,567              (17)",408.0,-    1P Retail                                         124                   81                 53              408                  265                 54
Blibli/GDN,2023M9,cumulative_9m,3P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,37948.0,"-    3P Retail                                       12,141               10,045                21            37,948               24,274                56",845.0,-    3P Retail                                           279                  87              220                 845                 157              437,1435.0,"-    3P Retail                                         478                  378                 26            1,435                  907                 58"
Blibli/GDN,2023M9,cumulative_9m,Institutions,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,6941.0,"-    Institutions                                     2,793                2,741                 2             6,941                6,095                14",2110.0,"-    Institutions                                        889                 455                95              2,110               1,185                78",117.0,-    Institutions                                       33                   38               (14)              117                   72                 62
Blibli/GDN,2023M9,cumulative_9m,Physical Stores,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,3493.0,"-    Physical Stores                                  1,165                  968                20             3,493                2,918                20",3077.0,"-    Physical Stores                                   1,016                 862                18              3,077               2,614                18",674.0,-    Physical Stores                                   227                  198                 15              674                  568                 19
Blibli/GDN,2023M9,cumulative_9m,Group,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,54624.0,"Total TPV                                            17,845               16,451                 8            54,624               40,597                35",11462.0,"Total Net Revenues                                      3,687               3,812               (3)             11,462              10,523                 9",2634.0,"Total GPBD                                              862                  695                 24            2,634                1,812                 45"
Blibli/GDN,2022M9,cumulative_9m,1P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,7310.0,"-    1P Retail                                        1,745                2,697              (35)             6,242                7,310              (15)",6567.0,"-    1P Retail                                         1,503               2,408              (38)              5,430               6,567              (17)",265.0,-    1P Retail                                         124                   81                 53              408                  265                 54
Blibli/GDN,2022M9,cumulative_9m,3P Retail,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,24274.0,"-    3P Retail                                       12,141               10,045                21            37,948               24,274                56",157.0,-    3P Retail                                           279                  87              220                 845                 157              437,907.0,"-    3P Retail                                         478                  378                 26            1,435                  907                 58"
Blibli/GDN,2022M9,cumulative_9m,Institutions,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,6095.0,"-    Institutions                                     2,793                2,741                 2             6,941                6,095                14",1185.0,"-    Institutions                                        889                 455                95              2,110               1,185                78",72.0,-    Institutions                                       33                   38               (14)              117                   72                 62
Blibli/GDN,2022M9,cumulative_9m,Physical Stores,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,2918.0,"-    Physical Stores                                  1,165                  968                20             3,493                2,918                20",2614.0,"-    Physical Stores                                   1,016                 862                18              3,077               2,614                18",568.0,-    Physical Stores                                   227                  198                 15              674                  568                 19
Blibli/GDN,2022M9,cumulative_9m,Group,IDR billion,blibli_q32023_linked_0,https://asset-about.blibli.com/2023/11/Earnings-Release-9M23-PT-Global-Digital-Niaga-Tbk-1.pdf,raw_sources/blibli_q32023_linked_0.pdf,2,reported_cells_extracted; geography_and_scope_review_pending,no,40597.0,"Total TPV                                            17,845               16,451                 8            54,624               40,597                35",10523.0,"Total Net Revenues                                      3,687               3,812               (3)             11,462              10,523                 9",1812.0,"Total GPBD                                              862                  695                 24            2,634                1,812                 45"
